Group of category,Category,sub-Category,Level,Levelname,Data,Indicator,Group of Modality,Modality,years,Comments
Risk factors indicators,Nutrition,,National,Rwanda,9.3,Underweight (Weightfor age),,,2015,
Risk factors indicators,Nutrition,,National,Rwanda,33.1,Stunting (Height for age),,,2020,
Risk factors indicators,Nutrition,,province,Kigali City,22.7,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,province,South,40.5,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,province,West,44.9,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,province,North,39.2,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,province,East,34.8,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,National,Rwanda,1.1,Wasting (Weight for height),,,2020,
Risk factors indicators,Nutrition,,province,Kigali City,2.3,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,province,South,2.4,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,province,West,2.3,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,province,North,1.8,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,province,East,2.2,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,province,Kigali City,5.3,Underweight (Weightfor age),,,2015,
Risk factors indicators,Nutrition,,province,South,10.5,Underweight (Weightfor age),,,2015,
Risk factors indicators,Nutrition,,province,West,10.1,Underweight (Weightfor age),,,2015,
Risk factors indicators,Nutrition,,province,North,9.3,Underweight (Weightfor age),,,2015,
Risk factors indicators,Nutrition,,province,East,9.2,Underweight (Weightfor age),,,2015,
Risk factors indicators,Nutrition,,province,Kigali City,21.3,Stunting (Height for age),,,2020,
Risk factors indicators,Nutrition,,province,South,32.7,Stunting (Height for age),,,2020,
Risk factors indicators,Nutrition,,province,West,40.2,Stunting (Height for age),,,2020,
Risk factors indicators,Nutrition,,province,North,40.5,Stunting (Height for age),,,2020,
Risk factors indicators,Nutrition,,province,East,28.8,Stunting (Height for age),,,2020,
Risk factors indicators,Nutrition,,National,Rwanda,23.7,Stunting (Height for age),Place of residence,Urban,2015,
Risk factors indicators,Nutrition,,National,Rwanda,40.6,Stunting (Height for age),Place of residence,Rural,2015,
Risk factors indicators,Nutrition,,National,Rwanda,19.8,Stunting (Height for age),Place of residence,Urban,2020,
Risk factors indicators,Nutrition,,National,Rwanda,35.8,Stunting (Height for age),Place of residence,Rural,2020,
Risk factors indicators,Nutrition,,National,Rwanda,47,Stunting (Height for age),Education status,No education,2015,
Risk factors indicators,Nutrition,,National,Rwanda,39.1,Stunting (Height for age),Education status,Primary,2015,
Risk factors indicators,Nutrition,,National,Rwanda,19.3,Stunting (Height for age),Education status,Secondary and higher,2015,
Risk factors indicators,Nutrition,,National,Rwanda,45.1,Stunting (Height for age),Education status,No education,2020,
Risk factors indicators,Nutrition,,National,Rwanda,35.6,Stunting (Height for age),Education status,Primary,2020,
Risk factors indicators,Nutrition,,National,Rwanda,23.3,Stunting (Height for age),Education status,Secondary ,2020,
Risk factors indicators,Nutrition,,National,Rwanda,5.6,Stunting (Height for age),Education status,More than secondary,2020,
Risk factors indicators,Nutrition,,National,Rwanda,48.6,Stunting (Height for age),Wealth quintile,Q1 (lowest),2015,
Risk factors indicators,Nutrition,,National,Rwanda,44.7,Stunting (Height for age),Wealth quintile,Q2 (second),2015,
Risk factors indicators,Nutrition,,National,Rwanda,37.5,Stunting (Height for age),Wealth quintile,Q3 (middle),2015,
Risk factors indicators,Nutrition,,National,Rwanda,30.2,Stunting (Height for age),Wealth quintile,Q4 (fourth),2015,
Risk factors indicators,Nutrition,,National,Rwanda,20.9,Stunting (Height for age),Wealth quintile,Q5 (highest),2015,
Risk factors indicators,Nutrition,,province,Kigali City,1.8,Wasting (Weight for height),,,2020,
Risk factors indicators,Nutrition,,province,South,2.2,Wasting (Weight for height),,,2020,
Risk factors indicators,Nutrition,,province,West,0.6,Wasting (Weight for height),,,2020,
Risk factors indicators,Nutrition,,province,North,0.5,Wasting (Weight for height),,,2020,
Risk factors indicators,Nutrition,,province,East,0.8,Wasting (Weight for height),,,2020,
Risk factors indicators,Nutrition,,National,Rwanda,1.8,Wasting (Weight for height),Place of residence,Urban,2015,
Risk factors indicators,Nutrition,,National,Rwanda,2.3,Wasting (Weight for height),Place of residence,Rural,2015,
Risk factors indicators,Nutrition,,National,Rwanda,1.6,Wasting (Weight for height),Place of residence,Urban,2020,
Risk factors indicators,Nutrition,,National,Rwanda,1.0,Wasting (Weight for height),Place of residence,Rural,2020,
Risk factors indicators,Nutrition,,National,Rwanda,3,Wasting (Weight for height),Education status,No education,2015,
Risk factors indicators,Nutrition,,National,Rwanda,2.1,Wasting (Weight for height),Education status,Primary,2015,
Risk factors indicators,Nutrition,,National,Rwanda,2.3,Wasting (Weight for height),Education status,Secondary and higher,2015,
Risk factors indicators,Nutrition,,National,Rwanda,0.8,Wasting (Weight for height),Education status,No education,2020,
Risk factors indicators,Nutrition,,National,Rwanda,1.3,Wasting (Weight for height),Education status,Primary,2020,
Risk factors indicators,Nutrition,,National,Rwanda,0.7,Wasting (Weight for height),Education status,Secondary ,2020,
Risk factors indicators,Nutrition,,National,Rwanda,3.2,Wasting (Weight for height),Education status,More than secondary,2020,
Risk factors indicators,Nutrition,,National,Rwanda,2.3,Wasting (Weight for height),Wealth quintile,Q1 (lowest),2015,
Risk factors indicators,Nutrition,,National,Rwanda,2.2,Wasting (Weight for height),Wealth quintile,Q2 (second),2015,
Risk factors indicators,Nutrition,,National,Rwanda,2.9,Wasting (Weight for height),Wealth quintile,Q3 (middle),2015,
Risk factors indicators,Nutrition,,National,Rwanda,1.8,Wasting (Weight for height),Wealth quintile,Q4 (fourth),2015,
Risk factors indicators,Nutrition,,National,Rwanda,1.8,Wasting (Weight for height),Wealth quintile,Q5 (highest),2015,
Risk factors indicators,Nutrition,,National,Rwanda,5.9,Underweight (Weightfor age),Place of residence,Urban,2015,
Risk factors indicators,Nutrition,,National,Rwanda,10,Underweight (Weightfor age),Place of residence,Rural,2015,
Risk factors indicators,Nutrition,,National,Rwanda,11.7,Underweight (Weightfor age),Education status,No education,2015,
Risk factors indicators,Nutrition,,National,Rwanda,9.2,Underweight (Weightfor age),Education status,Primary,2015,
Risk factors indicators,Nutrition,,National,Rwanda,5.6,Underweight (Weightfor age),Education status,Secondary and higher,2015,
Risk factors indicators,Nutrition,,National,Rwanda,13.2,Underweight (Weightfor age),Wealth quintile,Q1 (lowest),2015,
Risk factors indicators,Nutrition,,National,Rwanda,12.1,Underweight (Weightfor age),Wealth quintile,Q2 (second),2015,
Risk factors indicators,Nutrition,,National,Rwanda,8.3,Underweight (Weightfor age),Wealth quintile,Q3 (middle),2015,
Risk factors indicators,Nutrition,,National,Rwanda,6.8,Underweight (Weightfor age),Wealth quintile,Q4 (fourth),2015,
Risk factors indicators,Nutrition,,National,Rwanda,3.4,Underweight (Weightfor age),Wealth quintile,Q5 (highest),2015,
Risk factors indicators,Nutrition,,National,Rwanda,48.5,Stunting (Height for age),Wealth quintile,Q1 (lowest),2020,
Risk factors indicators,Nutrition,,National,Rwanda,40.5,Stunting (Height for age),Wealth quintile,Q2 (second),2020,
Risk factors indicators,Nutrition,,National,Rwanda,32.8,Stunting (Height for age),Wealth quintile,Q3 (middle),2020,
Risk factors indicators,Nutrition,,National,Rwanda,28.6,Stunting (Height for age),Wealth quintile,Q4 (fourth),2020,
Risk factors indicators,Nutrition,,National,Rwanda,10.7,Stunting (Height for age),Wealth quintile,Q5 (highest),2020,
Risk factors indicators,Nutrition,,District,Nyarugenge,28.7,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Gasabo,22.3,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Kicukiro,17,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Nyanza,33.3,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Gisagara,37.5,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Nyaruguru,41.7,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Huye,42.6,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Nyamagabe,51.8,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Ruhango,41.1,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Muhanga,41.6,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Kamonyi,36.6,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Karongi,49.1,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Rutsiro,45.8,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Rubavu,46.3,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Nyabihu,59,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Ngororero,55.5,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Rusizi,34.7,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Nyamasheke,34,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Rulindo,33.8,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Gakenke,46,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Musanze,37.8,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Burera,42.9,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Gicumbi,36.6,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Rwamagana,25.3,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Nyagatare,36.8,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Gatsibo,31.7,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Kayonza,42.4,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Kirehe,29.4,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Ngoma,40.9,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,District,Bugesera,39.4,Stunting (Height for age),,,2015,
Risk factors indicators,Nutrition,,National,Rwanda,1.4,Wasting (Weight for height),Wealth quintile,Q1 (lowest),2020,
Risk factors indicators,Nutrition,,National,Rwanda,1.1,Wasting (Weight for height),Wealth quintile,Q2 (second),2020,
Risk factors indicators,Nutrition,,National,Rwanda,1.2,Wasting (Weight for height),Wealth quintile,Q3 (middle),2020,
Risk factors indicators,Nutrition,,National,Rwanda,0.8,Wasting (Weight for height),Wealth quintile,Q4 (fourth),2020,
Risk factors indicators,Nutrition,,National,Rwanda,1.1,Wasting (Weight for height),Wealth quintile,Q5 (highest),2020,
Risk factors indicators,Nutrition,,District,Nyarugenge,2,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Gasabo,2.8,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Kicukiro,1.7,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Nyanza,1.5,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Gisagara,4.7,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Nyaruguru,2.7,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Huye,1,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Nyamagabe,4.2,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Ruhango,1.7,Wasting (Weight for height),,,2015,
Risk factors indicators,Nutrition,,District,Muhanga,2.6,Wasting (Weight for height),,,2015,
